ncores,size,scalable,time
6,1200,1,2.625358
4,1200,1,2.253262
1,1200,1,1.208425
2,1200,1,1.408393
10,1200,1,5.601692
12,1200,1,5.366267
8,1200,1,3.779107
10,2400,1,34.903171
12,2400,1,41.535734
4,2400,1,16.469124
8,2400,1,28.537031
1,2400,1,12.735614
2,2400,1,17.369154
6,2400,1,21.403661
12,4800,1,325.94224
8,4800,1,220.659695
4,4800,1,129.213944
6,4800,1,169.47962
1,4800,1,100.039348
10,4800,1,273.581204
2,4800,1,106.282665
